@relation HAR

@attribute accX__fft1 numeric
@attribute accX__fft2 numeric
@attribute accX__fft3 numeric
@attribute accX__fft4 numeric
@attribute accX__fft5 numeric
@attribute accY__fft1 numeric
@attribute accY__fft2 numeric
@attribute accY__fft3 numeric
@attribute accY__fft4 numeric
@attribute accY__fft5 numeric
@attribute accZ__fft1 numeric
@attribute accZ__fft2 numeric
@attribute accZ__fft3 numeric
@attribute accZ__fft4 numeric
@attribute accZ__fft5 numeric
@attribute accM__fft1 numeric
@attribute accM__fft2 numeric
@attribute accM__fft3 numeric
@attribute accM__fft4 numeric
@attribute accM__fft5 numeric
@attribute class {walking,running,static,cycling}

@data
4.42,64.46,11.46,80.83,1.71,24.16,36.03,-10.06,47.9,-1.8,-9.57,-29.2,7.48,-44.93,-1.58,-29.5,-10.56,28.75,-33.38,13.69,running
-10.44,2.54,5.34,16.78,46.61,-17.85,-46.2,22.91,-49.31,-13.24,6.25,-4.05,6.39,4.64,2.18,14.98,65.69,-40.23,13.97,14.54,running
1.62,-37.89,-13.02,-60.51,-15.54,-29.01,-65.01,31.88,-48.29,-30.09,-11.88,1.74,9.4,19.8,-11.47,31.88,35.77,-21.45,10.12,20.75,running
-12.24,-10.6,-0.9,-42.81,38.81,0.5,-31.39,-13.62,-43.63,7.67,-8.93,-11.19,-6.91,2.44,-13.73,0.97,26.36,-25,29.44,-39.16,running
7.17,12.47,4.75,18.33,20.27,4.38,19.92,-33.37,16.63,-70.17,-5.57,18.72,3.8,-3.9,7.54,-17.45,-21.34,57.03,-2.8,31.84,running
-10.96,10.31,0.44,7.55,10.63,-15.19,112.36,21.86,168.73,26.7,9.04,24.76,-3.83,13.02,-6.56,7.78,-106.05,14.71,-119.77,16.58,running
-7.5,-50.14,11.58,-50.59,-65.09,-4.57,-109.66,-3.68,-110.95,34.08,-11.53,19.01,23.4,37.04,15.48,9.93,-7.49,-34.73,59.93,-17.34,running
12.84,79.72,-33.47,133.37,14.57,-3.44,31.13,-18.03,7.55,7.58,3.33,-60.81,-14.09,-71.13,-39.68,4.42,-52.22,63.58,-44.33,-24.8,running
6.73,-56.81,8.09,-56.65,28.19,8.42,29.17,-29.37,-30.45,-107.43,6.78,60.9,-4.9,18.38,-28.27,-9.17,45.88,-2.94,41.15,74.22,running
13.13,-12.55,-1.47,34.5,-37.03,22.05,68.01,11.94,128.92,16,8.44,-4.81,34,-27.9,10.21,-15.02,41.84,0.5,-57.83,16.17,running
4.96,-55.21,-23.23,-67.36,-44.64,5.99,4.44,83.41,-124.27,-6.11,-2.15,20.35,5.42,31.11,23.97,-40.79,-59.52,-42.61,157.96,78.38,running
16.63,1.63,-12.18,8.31,4.97,-11.06,49.64,-12.04,-4.77,11.52,-12.98,27.54,-0.04,21.45,-27.06,-12.29,-18.61,63.13,43.21,45.55,running
8.23,23.52,-21.44,5.66,-21.21,7.84,-69.89,-9.65,-56.06,36.91,1.29,52.59,2,12.94,3.18,-14.6,95.32,-62.21,7.59,-57.38,running
1.84,56.88,9.14,41.82,-9.78,-1.25,-6.19,23.55,51.04,-47.44,-3.36,-38.47,25.64,-48.45,13.63,-2.83,-90.21,4.69,-53.73,121.15,running
43.53,32.44,40.5,77.3,29,-0.33,-23.55,-24.11,-45.47,26.52,-18.89,-23.02,9.01,-48.67,-43.29,-20.82,-74.5,64.49,-18.43,-174.9,running
-9.39,-5.78,18.19,29.16,-10.07,20.96,-121.05,23.08,-39.02,-26.12,-5.89,-14.13,-14.65,-3.03,-25.61,-20.41,76.41,-70.61,-28.36,-68.39,running
-23.32,-23.5,-7.83,-12.21,13.31,-0.51,165.62,7.65,156.61,0.48,7.54,-0.44,25.85,4.85,15.56,-6.06,-148.05,84.98,-97.8,27.62,running
2.13,-75.32,17,-60.93,-7.04,-17.17,8.17,7.13,10.47,-1.64,9.76,65.52,4.94,45.04,9.14,7.51,-0.37,22.81,-53.81,3.53,running
-9.6,24.39,36.63,71.69,-53.53,0.2,-46.67,-27.05,-60.05,4.29,3.29,-50.64,8.8,-23.44,34.76,-1.16,-73.11,-18.77,42.57,-52.4,running
-2.75,82.25,-9.14,98.46,37.14,-18.83,-8.7,9.8,10.82,3.23,20.66,-38.18,2.96,-36.08,-44.58,25.3,-14.67,19.23,15.5,-89.21,running
-8.85,-107.76,-0.17,-96.51,8.16,-7.46,-77.98,-0.69,-77.18,-7.71,11.53,9.3,-6.9,3.54,5.49,11.56,105.16,39.18,101.95,24.95,running
-7.28,101.57,0.18,49.39,-30.12,7.22,-49.14,-20.29,-58.28,-53.02,-1.39,-30.25,2.86,10.58,-36.75,-3.09,-65.02,17.06,106.86,-11.01,running
12.46,53.46,35.3,-19.27,30.72,5.41,152.55,-37.36,132.02,1.68,-14.01,4.08,-47.98,-17.81,46.25,-22.39,-143.76,-0.99,-36.63,70.09,running
3.11,24.19,-43.72,-34.54,-29.98,-9.87,-23.69,16.88,-35,14.16,-15.36,-10.92,-28.18,-13.78,18.44,4.73,16.08,23.6,66.03,8.99,running
-17.84,-15.78,-9.41,-8.91,-57.74,11.33,-62.86,-35.7,-96.34,-11.01,-33.58,44.52,19.13,27.54,60.04,4.92,44.27,27.75,6.5,36.32,running
3.61,125.64,38.43,106.84,40.76,0.6,80.52,2.72,95.72,6.43,-3.26,-63.35,-0.78,-82.76,-2.63,-5.69,-86.92,1.31,-182.12,-9.3,running
4.99,-44.99,21.73,-56.26,3.43,-6.86,-141.37,-22.05,-146.27,-25.84,19.61,-17.44,-11.32,-8.8,-4.09,7.22,92.16,-12.34,116.27,20.22,running
-8.28,-4.38,18.34,-31.95,23.78,-8.02,140.06,-6.1,138.78,-31.53,8.59,46.96,-27.08,20.87,-5.92,6.96,16.36,-11.24,-11.26,-57.43,running
9.54,-25.25,-3.59,-26.49,-39.35,-0.12,-56.42,30.33,-22.48,28.72,-8.32,42.17,2.16,68.35,37.5,-3.69,-21.05,-35.14,29.54,-11.85,running
-7.09,77.66,-33.55,85.98,5.89,-5.24,-83.41,48.98,-19.71,-47.84,4.08,-73.23,17.7,-62.41,7.66,2.96,27.98,-4.47,-5.11,15.44,running
1.74,-66.61,-24.38,-24.97,35.45,4.64,-45.63,12.57,-44.9,-4.05,-4.3,24.26,-4.36,-27.66,-17.95,-0.57,103.02,-20.73,47.3,-44.63,running
-7.53,19.94,16.23,26.13,19.42,-4.24,124.82,-28.02,145.39,-21.27,-5.07,5.83,6.03,31.7,-12.84,-4.93,-87.87,27.87,-8.43,0.56,running
9.31,54.23,199.76,-52.91,56.34,3.35,-87.72,-18.7,-82.21,37.8,-29.01,99.88,-30.83,-13.56,25,-9.99,57.63,-76.59,-19.69,-42.89,running
18.47,42,-157.81,106.86,4.09,10.04,65.81,-0.31,54.85,-9.38,2.93,-62.81,-27.12,-46.18,-13.6,-3.91,-129.21,8.45,-24.65,-22.77,running
-3.99,-37.23,146.82,-31.34,56.07,-9.13,-103.61,-11.39,-122.48,-51.13,4.63,28.42,11.79,37.65,-8.24,15.41,117.07,-22.76,124.58,38.09,running
-5.13,21.44,-54.02,-67.79,-48.66,1.95,150.45,-4.35,128.75,-6.58,26.55,24.01,-12.47,22.2,-11.77,-29.38,-156.37,-53.33,-85.24,-4.65,running
-6.14,-49.21,-27.63,-59.44,-44.06,0.44,-25.21,-13.75,0.58,41.73,2.02,-16.5,-26,-18.43,10.16,-7.62,44.46,0.44,49.37,8.92,running
-11.69,118.55,-8.18,50.52,10.98,-10.77,-62.83,2.93,-88.86,-22.6,-12.49,13.62,-7.14,24.85,-0.53,17.75,-125.8,-47.35,89.02,-25.84,running
6.63,130.84,-229.63,37.61,-106.97,-5.48,45.06,-13.48,14.87,59,-4.57,-48.12,-7.37,-71.61,32.96,10.9,-79.36,88.13,-42.69,17.91,running
7.52,-8.99,21.72,-14.57,35.63,12.85,-147.68,-1.56,-107.31,4.88,14.44,4.14,-26.17,6.16,-32.35,0.09,137.75,-111.55,68.74,-81.55,running
-10.49,-26.65,-31.79,-75.54,1.6,12.76,195.61,-8.61,154.45,-4.71,-6.28,44.37,39.84,80.44,-8.59,-7.94,-110.06,34.23,-41.77,-25.94,running
12.3,163.15,269.44,-42.24,101.3,-8.32,-66.22,-20.76,-28.4,-11.65,13.71,-3.85,-0.52,-43.07,18.11,-0.62,-14.23,-125.51,-25.68,-31.26,running
14.47,-21.61,-66.07,93.01,-28.85,8.25,-14.13,14.9,-27.36,85.48,3.75,-15.99,-20.61,-23.47,-20.87,-19.69,-21.06,-22.42,34.72,-75.18,running
-5.86,-85.71,-39.56,-59.77,45.04,0.82,1.51,-65.86,-31.05,-65.89,18.13,24.02,21.7,-10.91,5,1.57,16.29,22.28,56,33.08,running
-24.95,-56.59,3,-53.53,-3.51,35.27,55.04,46.06,81.51,41.66,14.01,13.37,13.78,-11.37,-21.71,-31.1,12.88,-30.81,-26.13,-14.86,running
-2.59,49.03,-66.24,-35.99,-13.55,-8.66,-83.67,-14.92,-101.21,-22.82,0.28,51.15,-46.3,-1.17,13.47,1,72.38,27.06,15.16,56.55,running
25.06,72.31,24.29,141.5,70.27,-5.05,48.8,20.87,13.53,51.48,-17.86,-72.45,55.55,-40,-21.32,3.51,1.67,105.34,-61.03,14.15,running
-8.65,20.53,-75.84,-2.38,-47.81,-22.42,192.67,-4.65,151.23,-67.57,6.89,8.19,-20.76,-8.52,-7.88,22.23,-166.69,69.9,-121.69,-6.31,running
-0.9,73.36,47.93,-2.76,23.52,11.45,-66.83,5.86,-92.08,45.08,-8.14,40.35,-8.12,28.1,16.7,-6.03,-75.46,-117.8,67.6,-39.71,running
-2.28,26.94,-40.88,48.42,-45.61,-6.95,8.66,-23.18,-28.5,-12.85,0.57,-0.49,3.06,3.13,22.75,19.17,12.13,47.99,51.71,52.36,running
-3.48,114.58,-13.92,102.26,29.76,-0.6,69.01,-2.01,68.38,24.98,-2.93,-51.45,-10.63,-41.52,-53.78,3.02,-52.28,-16.97,-34.7,-61.06,running
-4.97,-13.97,-20.77,-23.57,22.11,11.4,-182.29,-7.79,-156.55,-39.9,-0.87,-2.02,-18.32,6.16,-19.35,-15.57,83.52,26.98,154.35,-8.71,running
-15.16,-23.04,261.78,-63.58,89.6,10.4,218.32,4.43,177.63,17.71,1.05,-12.67,40.7,-13.14,3.65,-14.29,-99.57,-38.97,-123.59,-50.04,running
-3.19,71.15,14.56,0.48,-56.32,-12.77,-87.08,4.51,-105.98,27.21,7.75,49.51,35.39,1.44,13.52,9.01,78.92,-67.71,19.17,-53.19,running
11.66,-10.27,43.53,75.15,94.13,25.17,-15.41,21.94,21.13,5.42,-13.95,-76.85,-0.05,-36.9,-0.34,-21.58,41.24,-23.79,26.15,14.35,running
5.06,12.75,-90.01,1.7,-33.2,7.53,-88.46,-58.44,-67.36,-80.33,-13.19,1.94,10.7,23.02,-27.62,5.18,49.83,120.49,13.33,45.76,running
-11.42,-58.86,-9.68,-48.36,-3.58,-17.31,205.74,5.05,180.73,29.28,22.14,33.41,-0.78,17.29,-4.63,7.48,-71.03,-3.53,-69.16,-29.31,running
6.07,0.25,-86.36,5.52,-56.35,-4.31,-49.59,31.4,-93.54,37.99,20.99,7.89,-10.21,31.87,-18.94,2.41,-8.78,52.02,31.6,-52.52,running
18.96,91.48,-51.22,87.48,-22.74,7,-7.43,29.04,-14.1,-31.07,-19.09,-51.23,-14.29,-49.79,-6.8,-3.84,-128.21,14.53,-52.25,50.07,running
6.1,174.94,122.76,78.38,133.81,15.8,-62.45,-40.16,-88.65,-37.59,-8.19,54.46,9.35,-10.35,-17.67,-31.5,195.27,-122.84,134.21,-91.45,running
0.16,-58.37,-5.86,-21.69,31.71,13.88,134.57,30.13,154.67,-7.73,1.59,-15.27,-60.64,-4.98,-15.49,-8.9,-66.28,-45.49,-96.5,-6.37,running
13.29,38.6,-32.03,-24.12,-33.76,11.74,-80.88,29.97,-79.34,24.99,-15.52,60.88,2.94,47.67,6.96,1.86,45.15,-73.91,26.83,-53.33,running
-0.74,123.14,-46.83,88.86,-22.55,-0.88,54.34,4.83,35.65,-6.9,8.61,-47.79,-14.02,-55.62,15.08,-13.77,-49.49,13.95,-44.6,38.23,running
-14.31,28.39,175.74,19.92,64.86,-8.04,-122.32,30.92,-134.52,-16.31,21.96,-2.8,17.92,43.25,-29.73,0.35,128.76,-0.25,103.53,36.45,running
-9.13,-103.96,-124.67,-29.79,-66.94,-4.35,145.7,-7.51,140.55,-46.29,-10.73,-6.62,-9.74,-18.23,-0.55,17.12,-157.96,-71.94,-105.24,53.3,running
3.74,-66.65,-89.26,-91.65,-27.71,11.72,-36.04,50.8,-43.56,24.74,-0.38,3.48,7.65,69.56,28.36,-1.19,-56.88,96.88,76.53,44.55,running
4.1,77.93,-24.57,76.92,-35.26,-19.44,28.13,-27.14,-57.14,14.46,17.35,-14.87,4.54,-63.66,10.52,15.54,-139.52,64.72,34.82,-69.26,running
5.15,6.37,7.53,13.54,40.97,11.78,-117.03,-39.31,-91.66,12.88,-13.06,9.3,3.52,-10.86,-35.05,-1.46,30.32,52.47,63.4,-37.95,running
3.83,-49.96,-13.5,-63.04,-11.65,-7.15,124.39,23.7,157.94,13.57,11.66,7.23,12.42,30.83,-2.21,17.41,-5.63,2.28,-67.85,3.49,running
-1.84,-11.46,-6.8,-4.53,-13.33,-5.19,-75.17,2.31,-72.63,12.85,10.84,44.89,-25.86,41.36,11.82,-4.95,24.89,-30.36,14.18,-30.39,running
-21.9,237.28,320.4,95.58,150.57,-2.84,68.5,7.68,70.83,32.5,27.76,-64.03,22.31,-66.16,19.83,7.64,-11.13,-80.64,-53.23,-14.65,running
-9.46,109.51,-36.17,-51.74,38.8,-34.02,-22.96,-20.9,-88.88,-38.59,21.01,61.65,-21.7,-13.21,-3.94,20.91,-33.5,-3.42,93.55,94.99,running
-6.29,-4.87,-28.48,-55.8,-26.86,5.79,98.46,20.99,153.78,40.91,-11.47,-53.56,32.96,-22.09,30.65,4.32,-80.17,-39.32,-81.54,-42.64,running
12.46,-18.44,-87.91,-22.52,-130.98,17.4,-19.99,-1.89,-35.62,-52.45,-13.65,39.4,6.04,46.2,20.52,-4.59,-166.18,6.56,89.65,86.44,running
4.73,126.77,-41.97,111.47,-5.81,7.27,3.74,25.67,36.99,-5.77,-11.7,-78.52,-20.49,-44.39,21.64,-1.82,-73.98,-21.69,-49.41,-1.49,running
-6.98,-39.19,-45.59,-77.64,34.19,-43.92,-51.02,-36.38,-79.65,-94.6,14.72,16.02,-2.64,40.32,2.06,16.72,117.56,48.42,117.06,82.52,running
10.87,-0.41,-9.78,6.68,-19.35,8.39,163.37,23.11,175.95,18.49,2.05,5.1,12,-3.22,-16.68,-0.43,-93.56,14.96,-177.31,26.92,running
-3.19,-61.21,-39.42,-41.56,-39.69,-4.64,-56.21,32.22,-88.88,38.87,-8.73,83.94,5.01,47.57,15.9,14.48,64.91,-65.4,24.09,-18.28,running
0.69,114.52,216.36,142.16,58.59,-31.38,90.54,-7.82,87.3,11.45,-20.73,-84.82,-25.87,-69.18,4.94,9.09,-32.05,-14.27,-99.48,-49.35,running
-4.22,-62.05,7.06,-20.82,31.99,16.08,-132.04,31.96,-108.67,-41.41,-2.24,34.49,-11.53,22.27,10.5,-29.47,76.62,-43.86,96.52,-12.35,running
-15.8,-44.13,-9.52,-54.29,-19.23,-16.82,121.26,13.98,36.92,-25.23,4.75,-48.2,-19.74,-13.28,-14.75,2.55,-130.81,83.98,-131.58,17.99,running
14.54,-69.37,-128.57,-38.52,-177.12,16.36,51.85,15.53,73.74,44.03,1.35,-38.94,19.88,-55.28,0.71,-16.99,-68.88,-40.3,-126.16,12.39,running
13.38,-1093.78,709.92,1075.77,-113.6,-10.4,-375.97,-2933.16,21.06,-272.63,8.66,576.24,-2939.83,-477.95,-432.78,20.4,-216.54,20.31,158.99,77.86,cycling
-2.02,1.27,215.86,-37.29,49.05,-1.06,87.05,169.1,-56.05,61.83,0.02,-100.15,-55.43,39.65,-31.74,0.04,-8.51,1.78,21.12,-8.26,cycling
6.18,141.03,-156.35,-6.61,-6.88,1.93,177.29,35.19,-153.04,-201.76,0.31,-58.07,-177.99,96.81,141.56,1.28,-19.79,-33.12,46.82,52.23,cycling
-2.43,-11.44,50.13,-28.05,81.39,-0.96,-4.72,9.93,-302.28,107.3,-2.4,-33.99,31.48,140.05,-2.55,1.84,12.33,-1.32,129.35,-38.2,cycling
6.26,-93.3,0.5,-108.08,-50.86,-1.38,-95.37,-13.29,-220.82,-199.89,1.22,-13.4,26.35,34.81,51.91,3.7,29.47,4.85,83.76,90,cycling
-0.14,-92.91,47.82,5.21,-34.45,1.14,83.76,-1.1,254.77,-159.27,-5.05,-95.09,40.65,-56.4,23.07,2.18,-45.2,-4.4,-137.98,77.82,cycling
-3.09,-16.58,20.26,23.32,5.13,2.89,4.45,55.25,-32.3,245.24,3.51,-58.2,-7.66,14.53,-25.91,-5.51,6.67,-44.46,24.23,-134.52,cycling
0.32,25.42,-1.27,-31.86,-7.21,0.52,75.63,46.02,-291.84,30.99,0.17,-75.04,-58.77,120.71,-53.27,-0.34,-10.83,1.23,123.63,11.64,cycling
-1.06,30.51,166.35,-63.45,-175.89,-0.59,-193.55,-228.95,-73.04,-40.29,-0.92,186.77,306.68,0.83,15.95,0.46,16.9,19.49,12.94,-12.6,cycling
-1.15,-93.37,69.9,85.87,52.77,-1.54,-142.67,-118.1,152.36,135.53,1.63,37.35,151.46,23.94,-118.4,-0.18,29.01,44.23,-71.8,-18.57,cycling
0.08,14.9,-14.83,-45.68,-25.11,-0.1,55.02,15.43,271.17,-123.74,-1.12,-10.52,-58.86,-98.81,54.71,0.81,-22.87,8.03,-153.96,36.87,cycling
-0.04,-11.2,-4.64,18.52,-28.63,0.16,14.76,50.33,6.12,179.05,0.31,-12.2,-18.78,-16.87,-27.02,-0.64,-12.97,-25.94,20.67,-113.08,cycling
1.24,-12.84,-26.48,-30.93,33.1,0.54,-3.55,-38.26,39.02,-161.07,-0.91,-12.96,-1.29,-4.7,76.07,0.84,4.1,6.94,-45.8,75.98,cycling
0.44,-8.41,-32.86,26.31,-64.95,0.56,-20.89,39.58,-25.8,177.76,0.13,-20.21,-29.11,-11.8,-50.05,-0.47,20.6,-26.15,39.5,-119.28,cycling
-1.43,4.02,-17.15,-21,5.29,0.24,43.49,-25.49,63.44,-28.63,0.85,-1.47,2.3,-19.17,3.08,-1.37,-26.49,3.01,-46.85,17.15,cycling
-0.49,-7.65,42.68,-9.31,26.99,-0.97,24.1,0.54,23.81,-65.46,0.57,-5.83,12.99,-6.23,-6.64,0.1,-14.97,15.49,-19.01,63.12,cycling
0.71,-5.64,-15.06,27.24,13.09,-4.83,-29.38,-15.22,-8.44,-92.86,4.93,-3.42,-4.77,15.36,1.62,0.3,16.41,7.39,8.21,66.23,cycling
0.61,43.73,-2.93,39.01,15.4,-1.17,-50.66,8.75,-100.71,39.06,0.8,10.26,-6.21,-4.84,6.63,0.5,44.85,-9.39,91.52,-11.69,cycling
-0.07,-23.83,0.92,-14.72,-14.21,0.65,15.51,18.9,29.11,108.31,0.82,-17.4,7.28,22.06,-15.38,-1,-14.11,-16.33,-34.25,-68.97,cycling
-0.02,0.25,-0.44,-31.66,-0.37,-0.28,83.35,-7.62,126.25,4.58,0.2,-6.13,6.17,-20.14,8.58,0.03,-51.09,2.77,-89.68,-9.31,cycling
-0.83,36.47,22.22,44.36,35,-0.11,-89.83,-18.54,-150.77,-141.12,-0.25,29.96,15.55,9.45,29.27,-0.18,60.7,17.91,111.53,95.46,cycling
0.13,-11.8,-18.69,-34.71,-33.34,-0.78,25.49,37.02,43.78,105.36,0.2,8.01,-25.85,-16.1,-11.67,0.47,-22.22,-23.49,-36.74,-82.02,cycling
0.21,3.54,-0.55,-16.81,17.25,-0.16,74.9,-6.97,184.21,-57.43,0.13,-9.54,-0.5,-22.5,0.13,0.46,-43.34,4.81,-115,44.77,cycling
1.69,37.79,-4.87,44.37,26.46,-2.21,-94.41,-34.47,-192.1,-81.85,-0.93,31.44,-1.71,33.09,17.37,2.88,65.2,22.12,128.95,64.73,cycling
1.38,-7.1,-4.27,-4.91,-39.04,1.99,20.12,40.28,28.88,114.36,-0.66,4.46,-4.67,1.63,-26.39,0.05,-16.21,-25.38,-17.42,-83.6,cycling
1.11,-64.31,43.7,13.6,35.64,-0.19,-121.14,50.63,-175.39,226.75,-0.13,57.99,-13.77,82.44,-66.24,1.11,20.08,-3.3,83.45,-96.87,cycling
0.52,-30.63,-3.49,-59.23,42.73,0.49,71.67,-27.62,158.88,-116.45,-0.27,-5.87,9.28,-19.75,31.05,0.53,-65.56,9.96,-124.4,80.89,cycling
2.16,62.07,-1.91,77.57,6.92,-0.43,-91.09,-4.86,-173.59,-16.35,-1.22,-0.53,-1.34,6.09,-8.11,2.21,89.44,4.8,152.34,20.83,cycling
-3.99,37.62,34.48,9.94,58.78,0.36,30.88,97.77,-74.88,83.91,4.71,-13.03,-39.2,40.14,26.2,-4.3,15.43,-10.01,27.22,-26.63,cycling
-1.21,-91.64,-131.1,-121.71,-58.37,-4.68,6.76,-66.79,22.28,70.16,3.8,-30.65,-76.06,-63.95,-30.55,-1.3,-39.78,-10.81,-39.8,-76.17,cycling
1.74,-54.57,-41.27,-180.45,114.13,-3.03,4.55,-21.5,78.38,-188.32,3.56,8.59,-56.22,-19.25,70.76,-0.43,-38.8,22.64,-83.14,103.61,cycling
-2.12,24.48,1.97,136.84,-60.24,0.86,-91.5,52.02,-161.63,179.32,-3.23,10.57,9.34,41.11,-27.82,2.1,52.9,-34.28,120.8,-90.56,cycling
0.76,-33.3,32.6,-107.04,130.54,0.82,79.47,-53.06,220.26,-224.23,-1.55,-26.3,27.59,-79.39,36.78,0.35,-36.07,20.42,-109.07,141.44,cycling
-1.1,3.13,-35.68,31.37,-120.23,0.58,-26.08,46.73,-1.52,262.69,0.07,5.19,-14.39,-3.12,-69.02,-0.88,10.32,-24.52,16.89,-137.96,cycling
-0.73,-42.82,-0.42,-77.36,73.25,-0.78,62.13,-46.38,165.04,-140.78,0.74,-7.31,14.57,-27.16,11.74,-0.73,-49.11,15.18,-102.24,98.07,cycling
0.41,47.87,27.73,164.38,-71.04,1.11,-103.78,47.31,-257.46,193.53,-1.88,-2.91,4.49,79.3,-50.83,0.99,72.62,-23.21,149.16,-82.05,cycling
-1.87,-47.07,25.33,-95.63,117.96,0.29,92.34,-48.72,166.06,-220.42,-1.6,2.4,19.82,-17.79,47.53,0.3,-71.66,21.03,-121.66,127.25,cycling
1.29,68.2,-2.8,137.15,-37.6,0.03,-103.8,3.46,-178.01,36.18,0.36,4.15,13.96,22.53,-7.03,0.57,77.09,-10.72,136.85,-18.87,cycling
0.11,-55.24,-17.65,-84.65,-73.5,2.4,73.68,27.24,162.92,112.7,0.06,-13.77,-4.69,-18.77,-31.87,-1.38,-52.41,-20.45,-109.56,-74.01,cycling
-0.41,-29.87,35.4,-48.41,70.89,-0.54,28.44,-41.82,17.99,-135.85,0.2,-4.9,16.92,2.26,41.72,0.19,-24.91,20.07,-35.17,69.97,cycling
0.11,36.63,-9.7,39.23,9.39,-0.26,-28.04,-9.11,-42.33,-41.42,-1.53,11.59,-4.72,3.88,-1.05,1.28,26.28,8.84,38.36,23.96,cycling
0.67,36.62,1.21,71.03,-4.67,-1.4,-60.36,10.43,-102.43,-3.58,-2.56,-14.91,-1.92,4.34,15.17,3.14,54.92,0.59,78.96,-10.89,cycling
-0.05,7.1,10.74,14.99,-26.09,-1.74,-22.88,22.7,-35.97,20.9,1.18,17.18,16.39,12.41,-9.51,0.57,7.51,-19.19,19.1,-11.92,cycling
0.43,17.47,0.15,19.42,-51.26,0.98,-14.08,17.45,-5.21,69.19,-1.78,10.08,11.87,10.51,-36.41,1.15,11.19,-20.59,13.13,-29.03,cycling
0.26,-34.49,-29.59,-68.07,-1.44,-0.26,85.95,2.51,161.86,-21.72,-0.2,-12.84,-19.92,-33.79,1.68,0.43,-49.38,-3.42,-94.87,11.31,cycling
-0.78,-34.61,5.75,-30.76,32.95,0.66,12.67,-19.92,22.81,-56.54,-0.71,5.46,12.42,22.29,9.88,-0.08,-24.33,1.19,-44.32,37.32,cycling
-0.6,83.37,-23.89,7.25,102.97,1.58,-204.01,16.47,-76.36,-251.83,2.23,120.49,-24.82,-17.41,104.32,-2.64,53.49,3.29,64.47,95.31,cycling
-0.16,6.95,-2.81,3.33,7.09,-0.52,4.06,-13.78,6.55,8.59,-0.47,-19.67,-2.93,1.41,-7.44,0.57,10.55,9.76,-3.01,0.71,cycling
0.67,-17.57,5.44,-6.06,-13.23,0.38,-25.64,27.06,-11.6,57.03,-0.6,45.78,-11.34,37.9,-29.71,0.73,-22.65,-6.97,-25.51,-13.15,cycling
-0.41,33.34,-8.74,31.59,-10.58,0.33,-50.93,6.54,-37.15,21.87,0.67,18.72,-35.79,-1.54,-29.09,-0.77,41.24,12.79,42.7,-3.49,cycling
2.5,3.99,26.85,1.45,72.14,-4.42,66.76,83.68,-18.1,-105.5,0.22,-28.19,-48.41,19.94,5.32,3.42,-24.99,15.12,4.23,88.69,cycling
-0.36,-8.23,-37.49,-0.55,-69.42,4.58,25.68,44.37,11.12,90.56,1.77,-6.14,-8.11,2.82,-14.49,-4.32,-11.43,-33.71,-3.29,-69.18,cycling
1.9,42.45,34.63,-7.26,-2.85,-2.93,-13.09,-3.37,-11.9,6.19,-3.22,-4.64,16.32,1.81,7,5.06,15.15,1.28,11.55,-15.36,cycling
0.24,-29.09,-67.54,13.01,-15.89,-2.13,-52.31,6.15,-52.76,-3.7,0.93,-13.73,-78.34,-8.95,-6.28,-0.79,27.07,-5.8,23.2,-4.62,cycling
-0.05,28.81,8.66,28.31,9.05,-1.19,-13.22,-12.81,-46.68,-25.28,-1.32,33.46,-3.9,0.24,13.54,1.08,3.97,14.18,39.58,12.62,cycling
-0.39,-7.95,15.16,-15.76,-15.39,2.26,40.03,-9,4.26,10.59,0.8,20.87,-9.19,28.41,7.02,-2.53,-39.28,17.72,-21.1,-24.19,cycling
-0.67,4.31,8.66,4,11.25,1.01,-27.17,1.98,-23.9,-2.77,-0.99,2.44,5.03,-1.25,1.2,-0.2,22.22,5.18,18.81,7.36,cycling
-0.99,-2.84,-14.56,17.93,-22.7,1.71,-10.05,17.5,-40.01,56.75,0.65,26.45,-13.86,36.63,-21.39,-2.09,-13.78,-0.4,1.11,-24.63,cycling
0.93,-44.09,6.49,-41.93,24.37,-0.49,-3.6,62.92,92.69,49.81,-0.28,-17.29,-64.48,-19.22,-81.49,0.58,-4.99,17.28,-40.11,42.26,cycling
-1.11,15.16,-40,10.75,-2.29,0.6,-36.77,-30.12,1.72,-8.17,-1.1,1.01,11.14,0.11,-9.19,0.2,12.67,-1.84,3.33,0.7,cycling
1.35,81.26,64.78,-17.73,71.94,-0.71,-185.68,-176.33,53.16,-125.13,-0.31,101.32,156.9,-94.71,58.1,0.96,53.02,18.67,26.18,65.01,cycling
0.22,-8.33,-26.65,-33.46,-54.94,-0.17,86.99,49.56,146.75,132.49,2.04,-18.93,-6.99,-26.11,-48.38,-1.72,-20.36,-21.69,-85.57,-63.63,cycling
-0.11,-65.76,-33.18,-38.55,-2.02,-2.56,95.83,-92.53,97.76,-120.44,2.02,-6.25,49.23,-9,22.65,-0.02,-74.27,-0.18,-66.17,40.24,cycling
-2.82,55.84,15.57,176.93,-77.86,1.48,-105.61,115.78,-242.97,196.76,0.8,-13.55,-22.82,76.55,-74.07,-1.64,90.68,-55.22,148.48,-81.09,cycling
-2.28,-78.05,63.25,-120.45,133.24,-2.57,21.4,39.04,102.37,-180.44,1.95,-20.76,6.07,-34.44,64.82,-2.01,-39.79,18.69,-82.88,108.05,cycling
